FT-3061-2,FT-3061-3,FT-3061-4,LT-3061-2,FT-3062-1,TT-3061-3,TT-3061-4,PT-3061-3
44.3,125.4,51.1,46.8,34.1,85.2,115.7,-0.95255
44.37,125.70000000000002,51.13,46.91,34.45,85.19,115.71000000000001,-0.9526600000000001
44.453,124.08000000000003,51.197,47.049,34.095,85.18100000000001,115.72900000000001,-0.9529240000000001
44.487700000000004,120.28200000000002,51.0573,47.2641,34.0155,85.1729,115.74610000000001,-0.9529416000000002
44.57893000000001,120.34380000000003,50.891569999999994,47.53769,34.05395,85.17560999999999,115.76149000000002,-0.9528474400000001
44.66103700000001,121.25942000000003,50.682413,47.913921,34.128555,85.17804899999999,115.78534100000002,-0.9529276960000002
44.73493330000001,117.61347800000004,50.5141717,48.2525289,33.485699499999996,85.19024409999999,115.79680690000002,-0.9531649264000002
44.80143997000001,117.82213020000005,50.152754529999996,48.62727601,33.607129549999996,85.21121968999998,115.81712621000001,-0.9533234337600002
44.77129597300001,118.91991718000004,50.07747907699999,48.90454840900001,33.866416595,85.24009772099998,115.82541358900002,-0.9535210903840001
44.844166375700006,116.23792546200004,49.88973116929999,49.104093568100005,33.989774935499995,85.26608794889998,115.83287223010002,-0.9536989813456002
44.77974973813001,114.78413291580003,49.84075805236999,49.28368421129,33.82079744194999,85.28947915400998,115.82958500709002,-0.9539140832110402
44.711774764317006,116.37571962422003,49.89668224713299,49.225315790161,33.41871769775499,85.31053123860899,115.82662650638102,-0.9543276748899362
44.790597287885305,113.48814766179802,50.047014022419695,49.162784211144896,33.13684592797949,85.32947811474808,115.83396385574292,-0.9544249074009425
44.791537559096774,113.20933289561822,50.262312620177724,49.1965057900304,32.83316133518154,85.33653030327326,115.84056747016864,-0.9546224166608482
44.7723838031871,115.4683996060564,50.23608135815995,49.19685521102736,32.48984520166339,85.34287727294594,115.84651072315178,-0.9546901749947634
44.82514542286839,112.99155964545075,50.16247322234396,49.247169689924625,32.76086068149705,85.33858954565135,115.86185965083659,-0.9548061574952871
44.82263088058155,110.73240368090566,50.36622590010957,49.33245272093216,32.354774613347345,85.33473059108621,115.87567368575293,-0.9548005417457583
