FT-3061-2,FT-3061-3,FT-3061-4,LT-3061-2,FT-3062-1,TT-3061-3,TT-3061-4,PT-3061-3
54.9,127.4,51.3,45.2,42.4,84.1,115.6,-0.9575
54.98,123.52000000000001,51.28,45.07000000000001,43.03999999999999,84.1,115.58999999999999,-0.957665
54.902,122.08800000000001,51.252,44.86300000000001,42.616,84.1,115.591,-0.9577035
54.9618,122.81920000000001,51.4268,44.62670000000001,43.1644,84.09,115.58189999999999,-0.95762815
54.99562,120.61728000000001,51.72412,44.39403,43.44796,84.08100000000002,115.60370999999999,-0.9576703350000001
54.936058,118.36555200000001,51.681708,44.194627000000004,43.553163999999995,84.0729,115.62333899999999,-0.9576533015
54.912452200000004,119.29899680000001,51.8435372,44.02516430000001,43.2978476,84.06560999999999,115.64100509999999,-0.95752797135
54.92120698000001,118.32909712,51.79918348,43.992647870000006,43.36806284,84.05904899999999,115.65690458999998,-0.957415174215
55.059086282,115.056187408,51.959265132,44.083383083,42.891256556,84.06314409999999,115.67121413099999,-0.9573136567935
55.133177653800004,115.9905686672,51.883338618799996,44.245044774700006,42.7621309004,84.07682969,115.71409271789999,-0.9572222911141499
55.15985988842,116.93151180048,51.91500475692,44.51054029723,42.74591781036,84.109146721,115.74268344610998,-0.957085062002735
55.163873899578,114.138360620432,51.923504281228006,44.899486267507,42.361326029324,84.1582320489,115.76841510149897,-0.9570715558024615
54.9674865096202,114.12452455838879,51.7811538531052,45.2195376407563,42.2251934263916,84.22240884401,115.78157359134909,-0.9572794002222154
55.05073785865818,115.51207210254991,51.523038467794684,45.43758387668068,42.29267408375244,84.29016795960901,115.77341623221417,-0.9575214601999938
55.04566407279236,113.45086489229492,51.43073462101522,45.453825489012615,42.39340667537719,84.37115116364811,115.75607460899276,-0.9579593141799945
55.061097665513124,111.27577840306543,51.2476611589137,45.29844294011136,42.64406600783947,84.4540360472833,115.74046714809349,-0.958188382761995
55.10498789896181,113.21820056275888,51.292895043022334,44.99859864610022,42.68965940705553,84.51863244255497,115.73642043328414,-0.9584495444857954
55.11448910906562,111.54638050648299,51.6236055387201,44.5987387814902,42.73069346634998,84.56676919829948,115.73277838995573,-0.9584645900372158
55.063040198159065,110.71174245583468,51.75124498484809,44.21886490334118,43.177624119714984,84.61009227846954,115.73950055096016,-0.9584781310334942
55.386736178343156,112.63056821025121,51.836120486363285,43.92697841300706,43.36986170774348,84.63908305062257,115.73555049586413,-0.9583803179301448
55.918062560508844,111.4775113892261,51.952508437726955,43.77428057170636,43.462875536969136,84.67517474556031,115.76199544627771,-0.9584572861371303
56.36625630445796,109.00976025030349,52.057257593954255,43.68685251453573,43.09658798327222,84.70765727100428,115.78579590164993,-0.9584165575234174
56.74963067401217,110.39878422527313,52.23153183455882,43.70816726308216,42.896929184945,84.74689154390384,115.81721631148494,-0.9582699017710756
57.13466760661095,112.27890580274583,52.20837865110295,43.877350536773946,42.5772362664505,84.80220238951347,115.86549468033644,-0.9579729115939681
57.311200845949855,110.82101522247125,52.287540785992654,44.14961548309655,42.46951263980545,84.86198215056211,115.9189452123028,-0.9577056204345713
57.60008076135487,110.88891370022411,52.30878670739339,44.46465393478689,42.53256137582491,84.9257839355059,115.97705069107252,-0.9576850583911142
57.370072685219384,112.56002233020169,52.35790803665405,44.7281885413082,42.55930523824242,84.99320554195532,115.99934562196526,-0.9578865525520027
57.19306541669745,111.45402009718151,52.33211723298865,44.86536968717738,42.45337471441818,85.06388498775978,115.99941105976873,-0.9582328972968024
56.943758875027704,109.24861808746336,52.32890550968978,44.79883271845964,42.248037242976366,85.1274964889838,115.97946995379186,-0.9585446075671221
56.79938298752493,111.12375627871702,52.58601495872081,44.68894944661368,41.973233518678725,85.17474684008542,115.97152295841268,-0.9586051468104099
56.64944468877244,111.13138065084533,52.94741346284873,44.42005450195231,41.875910166810854,85.21727215607689,115.96437066257141,-0.9584396321293689
56.5145002198952,108.27824258576081,53.35267211656385,44.17804905175707,41.73831915012977,85.2555449404692,115.95793359631428,-0.958290668916432
56.353050197905674,109.69041832718473,53.82740490490747,43.99024414658136,41.49448723511679,85.27999044642229,115.96214023668284,-0.9579916020247888
56.14774517811511,111.21137649446625,54.17466441441672,43.82121973192322,41.15503851160512,85.29199140178005,115.98592621301455,-0.9579424418223099
56.002970660303596,109.23023884501963,54.51719797297505,43.8090977587309,41.46953466044461,85.29279226160205,116.00733359171309,-0.957733197640079
55.952673594273236,108.72721496051767,54.75547817567754,43.90818798285781,42.00258119440015,85.29351303544185,116.03660023254179,-0.957599877876071
55.91740623484591,110.6144934644659,54.91993035810979,44.077369184572035,42.452323074960134,85.29416173189766,116.0629402092876,-0.957369890088464
55.83566561136132,111.3230441180193,54.96793732229881,44.30963226611483,42.517090767464126,85.3047455587079,116.08664618835884,-0.9571629010796175
55.67209905022519,108.36073970621737,55.121143590068925,44.618669039503345,42.50538169071772,85.33427100283713,116.12798156952294,-0.9569216109716557
55.52488914520268,109.70466573559563,55.14902923106203,44.946802135553014,42.644843521645946,85.3708439025534,116.17518341257065,-0.9569794498744901
55.44240023068241,111.81419916203606,55.03412630795583,45.202121921997716,42.800359169481354,85.41375951229806,116.19766507131358,-0.9572515048870411
55.36816020761417,108.94277924583245,55.00071367716025,45.41190972979794,42.80032325253322,85.45238356106825,116.19789856418222,-0.957441354398337
55.30134418685275,109.4685013212492,55.01064230944422,45.43071875681815,42.490290927279894,85.49714520496143,116.19810870776399,-0.9573922189585032
55.19120976816748,111.54165118912428,55.1095780784998,45.33764688113634,42.391261834551905,85.53743068446529,116.2182978369876,-0.957457997062653
55.112088791350736,109.98748607021184,55.168620270649825,45.1938821930227,42.222135651096714,85.56368761601877,116.22646805328884,-0.9574071973563877
55.02087991221566,106.83873746319065,55.19175824358484,45.04449397372043,42.429922085987045,85.57731885441689,116.23382124795995,-0.9574164776207489
55.0087919209941,108.70486371687159,55.472582419226356,44.980044576348384,42.45692987738835,85.5895869689752,116.25043912316396,-0.9572598298586741
55.00791272889469,109.59437734518443,55.40532417730372,45.032040118713546,42.491236889649514,85.59062827207768,116.28539521084755,-0.9570638468728067
55.02712145600522,107.13493961066598,55.47479175957335,45.11883610684219,42.54211320068456,85.59156544486991,116.3168556897628,-0.956887462185526
54.9844093104047,108.29144564959938,55.43731258361601,45.23695249615797,42.707901880616106,85.58240890038292,116.36517012078652,-0.9568937159669734
54.935968379364226,110.45230108463944,55.40358132525441,45.43325724654217,43.077111692554496,85.57416801034462,116.39865310870786,-0.957064344370276
54.9423715414278,108.8270709761755,55.57322319272897,45.659931521887955,43.569400523299045,85.55675120931016,116.41878779783707,-0.9569429099332485
54.908134387285024,107.32436387855795,55.52590087345607,45.933938369699156,43.83246047096914,85.54107608837916,116.42690901805335,-0.9569436189399236
54.84732094855652,109.32192749070214,55.43331078611046,46.20054453272924,43.749214423872225,85.51696847954125,116.434218116248,-0.9568342570459313
54.77258885370087,109.29973474163192,55.559979707499416,46.450490079456316,44.33429298148501,85.48527163158712,116.4307963046232,-0.9567358313413382
54.825329968330784,106.65976126746872,55.673981736749475,46.74544107151068,44.85086368333651,85.45674446842841,116.43771667416087,-0.9565922482072045
54.8327969714977,108.03378514072185,55.736583563074525,46.99089696435962,44.99577731500287,85.43107002158557,116.45394500674477,-0.956683023386484
54.79951727434793,110.14040662664966,55.81292520676707,47.201807267923655,45.18619958350258,85.40796301942702,116.4585505060703,-0.9567097210478356
54.77956554691313,108.36636596398469,55.77163268609036,47.46162654113129,45.31757962515232,85.3871667174843,116.47269545546327,-0.956623748943052
54.75160899222182,108.27972936758623,55.854469417481326,47.74546388701816,45.92582166263709,85.37845004573587,116.47542590991694,-0.9564913740487468
54.706448092999636,110.7617564308276,55.839022475733195,48.10091749831635,45.98323949637338,85.38060504116228,116.47788331892524,-0.9563722366438722
54.725803283699676,110.42558078774483,55.74512022815988,48.37082574848471,45.434915546736036,85.38254453704604,116.47009498703271,-0.956485012979485
54.74322295532971,107.31302270897035,55.690608205343885,48.60374317363624,45.02142399206244,85.39429008334145,116.45308548832944,-0.9568615116815365
54.77890065979674,109.04172043807331,55.4015473848095,48.66336885627262,44.7992815928562,85.4048610750073,116.43777693949649,-0.9570353605133829
54.781010593817065,110.83754839426598,55.43139264632855,48.61703197064536,44.319353433570576,85.40437496750658,116.41399924554685,-0.9571368244620446
54.80290953443536,108.10379355483938,55.64825338169569,48.50532877358082,43.85741809021352,85.38393747075592,116.39259932099216,-0.9574481420158402
54.76261858099182,109.38341419935546,55.673428043526116,48.234795896222735,43.75167628119217,85.34554372368034,116.38333938889295,-0.9575083278142562
54.70635672289264,111.75507277941992,55.4960852391735,48.02131630660046,43.23650865307295,85.2809893513123,116.36500545000365,-0.9573974950328306
54.67572105060338,111.22956550147792,55.616476715256155,47.919184675940414,43.402857787765655,85.20289041618108,116.3485049050033,-0.9574077455295475
54.668148945543045,108.55660895133013,55.51482904373054,47.857266208346374,43.49257200898909,85.11260137456297,116.31365441450296,-0.9573069709765928
54.74133405098874,109.98094805619712,55.58334613935749,47.84153958751173,43.62331480809018,85.02134123710668,116.27228897305267,-0.9571612738789336
54.837200645889865,111.76285325057741,55.55501152542174,47.85738562876056,43.59098332728116,84.92920711339602,116.2450600757474,-0.9571951464910402
54.79348058130088,109.89656792551968,55.53951037287957,47.9416470658845,43.03188499455304,84.84628640205642,116.23055406817267,-0.9571156318419362
54.71413252317079,109.1669111329677,55.575559335591606,48.147482359296056,43.18869649509774,84.77165776185078,116.2174986613554,-0.9570990686577425
54.69271927085371,111.17022001967094,55.708003402032446,48.41273412336645,42.549826845587965,84.7044919856657,116.21574879521987,-0.9570841617919683
54.67344734376833,109.94319801770385,55.627203061829206,48.74146071102981,42.04484416102917,84.64404278709912,116.21417391569787,-0.9569607456127716
54.6661026093915,107.82887821593346,55.614482755646286,49.14731463992683,42.120359744926255,84.59963850838922,116.21275652412808,-0.9569046710514943
54.63949234845235,109.5859903943401,55.54303448008166,49.53258317593415,41.99832377043363,84.5796746575503,116.21148087171528,-0.957019203946345
54.25554311360712,110.36739135490609,55.458731032073494,49.90932485834073,41.73849139339026,84.57170719179527,116.22033278454376,-0.9569572835517105
53.869988802246404,108.21065221941548,55.40285792886614,50.28839237250666,41.744642254051236,84.58453647261574,116.22829950608939,-0.9570665551965395
53.482989922021765,109.13958699747393,55.02257213597952,50.61955313525599,41.68017802864611,84.60608282535416,116.24546955548045,-0.9573848996768856
53.09469092981959,110.63562829772653,54.95031492238157,50.78759782173039,41.6921602257815,84.63547454281874,116.25092259993241,-0.9574514097091971
52.69522183683763,108.52206546795388,54.87528343014342,50.88883803955735,41.66294420320335,84.65192708853688,116.24583033993918,-0.9577312687382774
52.39569965315387,107.8398589211585,54.80775508712908,50.809954235601616,41.726649782883015,84.66673437968319,116.24124730594525,-0.9577631418644497
52.166129687838485,110.13587302904264,54.74697957841617,50.67895881204146,41.933984804594715,84.67006094171488,116.23712257535072,-0.9576818276780047
51.89951671905463,109.15228572613839,54.74228162057456,50.56106293083731,41.310586324135244,84.66305484754339,116.23341031781564,-0.9576086449102043
51.75956504714917,108.22705715352454,54.8180534585171,50.45495663775358,41.19952769172173,84.64674936278905,116.24006928603407,-0.9575427804191838
51.58360854243425,110.31435143817208,54.816248112665384,50.419460973978225,40.90957492254955,84.63207442651016,116.24606235743066,-0.9572635023772654
51.43524768819082,108.28291629435488,54.88462330139885,50.417514876580405,40.5986174302946,84.60886698385914,116.27145612168759,-0.9570671521395389
51.28172291937173,107.72462466491939,54.87616097125896,50.555763388922365,41.04875568726514,84.58798028547324,116.26431050951882,-0.956890436925585
51.18355062743456,109.88216219842745,54.83854487413306,50.79018705003013,40.69388011853863,84.56918225692591,116.26787945856694,-0.9569513932330265
51.115195564691106,108.89394597858471,54.75469038671976,51.07116834502712,40.854492106684766,84.55226403123332,116.26109151271024,-0.9569512539097238
50.963676008221995,108.18455138072623,54.57922134804778,51.3440515105244,41.29904289601629,84.53703762810999,116.27498236143921,-0.9568411285187515
50.7873084073998,110.02609624265361,54.621299213243006,51.56964635947196,41.09913860641466,84.52333386529898,116.29748412529528,-0.9568520156668763
50.64857756665982,109.76348661838824,54.58916929191871,51.81268172352476,41.0292247457732,84.51100047876908,116.31773571276575,-0.9568618141001887
