FT-3061-2,FT-3061-3,FT-3061-4,FT-3062-1,TT-3061-1,PT-3061-2,TT-3061-2,LT-3062-1,TT-3061-4,TT-3061-6,PT-3061-3,TT-3061-3,TT-3061-5,LT-3061-2
63.2,136.2,45.1,48.8,52.4,-0.958,42.9,26.8,124.7,115.6,-0.764,87.0,56.8,48.3
63.300000000000004,134.1,45.13,48.36,52.39999999999999,-0.9581,42.89,26.8,124.7,115.61999999999999,-0.7636999999999999,87.00999999999999,56.449999999999996,48.209999999999994
63.540000000000006,130.99,45.027,47.364,52.39999999999999,-0.95819,42.881,26.81,124.7,115.62799999999999,-0.76313,87.01899999999999,55.894999999999996,48.068999999999996
63.666000000000004,132.101,45.1443,46.8176,52.39999999999999,-0.958271,42.862899999999996,26.818999999999996,124.7,115.62519999999999,-0.762517,87.0371,55.3655,47.942099999999996
63.809400000000004,128.5609,45.17987,46.57584,52.39999999999999,-0.9583439,42.84661,26.817099999999996,124.69,115.60267999999999,-0.7620653,87.05339,54.888949999999994,47.77789
63.96846,126.50481,45.131883,46.848256,52.41,-0.9585095100000001,42.831948999999994,26.825389999999995,124.671,115.572412,-0.7616587699999999,87.068051,54.460055,47.640101
64.001614,127.824329,45.1686947,46.513430400000004,52.419,-0.9586585590000001,42.8287541,26.812850999999995,124.65390000000001,115.54517080000001,-0.760992893,87.0812459,54.0740495,47.4760909
64.1514526,124.8118961,45.00182523000001,46.212087360000005,52.427099999999996,-0.9586927031000001,42.82587869,26.811565899999994,124.63851000000001,115.54065372000001,-0.7609936036999999,87.09312131,53.71664455,47.298481810000006
64.21630734,124.90070648999999,44.951642707000005,45.770878624000005,52.42439,-0.95882343279,42.833290821000006,27.080409309999993,124.644659,115.53658834800001,-0.7610942433299999,87.113809179,53.394980094999994,47.108633629
64.324676606,126.17063584099998,44.916478436300004,45.72379076160001,52.431951000000005,-0.958841089511,42.83996173890001,27.31236837899999,124.65019310000001,115.5129295132,-0.7607848189969999,87.1324282611,53.135482085499994,46.9377702661
64.3422089454,123.52357225689998,45.004830592670004,45.96141168544001,52.438755900000004,-0.9588569805599,42.845965565010005,27.53113154109999,124.65517379,115.51163656188001,-0.7609063370972999,87.14918543499,52.97193387695,46.83399323949
64.41798805086,122.60121503120997,45.084347533403005,45.44527051689601,52.44488031,-0.95877128250391,42.851369008509,27.72801838698999,124.669656411,115.51047290569201,-0.7609157033875699,87.174266891491,53.164740489254996,46.620593915541
64.166189245774,124.30109352808897,45.0659127800627,45.05074346520641,52.450392279000006,-0.958694154253519,42.8462321076581,27.90521654829099,124.6826907699,115.51942561512281,-0.7606241330488128,87.20684020234191,53.89826644032949,46.44853452398689
64.20957032119661,120.79098417528007,45.089321502056436,44.91566911868577,52.455353051100005,-0.9586247388281671,42.86160889689229,28.06469489346189,124.69442169291,115.52748305361054,-0.7602617197439315,87.23615618210772,53.84843979629654,46.27368107158821
64.36861328907695,121.28188575775206,45.18038935185079,44.964102206817195,52.45981774599001,-0.9585622649453505,42.88544800720307,28.2082254041157,124.70497952361899,115.54473474824948,-0.7603355477695384,87.26254056389695,53.70359581666689,46.11631296442938
64.43175196016925,123.01369718197687,45.062350416665716,44.587691986135475,52.463835971391006,-0.9586060384508154,42.90690320648277,28.32740286370413,124.7144815712571,115.56026127342453,-0.7602019929925845,87.29628650750726,53.573236235000195,45.944681667986444
64.45857676415233,120.31232746377917,45.026115374999144,44.54892278752193,52.467452374251906,-0.9586454346057338,42.93621288583449,28.434662577333714,124.73303341413138,115.57423514608207,-0.7599817936933261,87.32665785675653,53.45591261150018,45.7902135011878
64.5427190877371,121.19109471740126,44.94350383749923,44.74403050876974,52.47070713682672,-0.9585808911451604,42.96259159725105,28.53119631960034,124.75973007271824,115.59681163147387,-0.7599836143239934,87.36399207108087,53.35032135035016,45.61119215106902
64.5384471789634,122.02198524566114,45.0391534537493,44.85962745789276,52.47363642314405,-0.9585228020306444,42.986332437525945,28.698076687640306,124.78375706544642,115.62713046832648,-0.759985252891594,87.39759286397279,53.255289215315145,45.47007293596212
64.61460246106705,118.39978672109503,45.07523810837437,44.69366471210349,52.476272780829646,-0.95837052182758,43.007699193773355,28.848269018876277,124.81538135890177,115.63441742149384,-0.7595867276024346,87.43783357757552,53.169760293783625,45.31306564236591
64.66314221496035,120.24980804898553,45.087714297536934,44.18429824089314,52.47864550274668,-0.958333469644822,43.02692927439602,28.993442116988646,124.8238432230116,115.64097567934445,-0.7595280548421911,87.47405021981797,53.102784264405265,45.12175907812932
64.66682799346431,118.69482724408698,45.09894286778324,44.235868416803825,52.48078095247201,-0.9584001226803398,43.03423634695642,29.114097905289782,124.84145890071044,115.64687811141,-0.7595752493579719,87.50664519783618,53.01250583796474,45.00958317031639
64.74014519411787,118.40534451967828,44.989048581004916,44.25228157512344,52.48270285722481,-0.9585601104123058,43.030812712260776,29.232688114760805,124.84731301063938,115.652190300269,-0.7595177244221747,87.54598067805256,52.91125525416827,44.84862485328475
64.82613067470608,120.60481006771045,44.91014372290443,44.5770534176111,52.48443257150233,-0.9588040993710752,43.0077314410347,29.329419303284723,124.85258170957545,115.6669712702421,-0.7595659519799572,87.58138261024732,52.84012972875144,44.663762367956274
64.78351760723547,117.7343290609394,44.849129350613985,44.68934807584999,52.485989314352096,-0.9590236894339677,42.986958296931235,29.41647737295625,124.8573235386179,115.67027414321788,-0.7598093567819615,87.61324434922258,52.8361167558763,44.457386131160646
64.82516584651192,119.56089615484545,44.95421641555259,44.29041326826499,52.47739038291688,-0.9590213204905709,42.958262467238114,29.424829635660625,124.86159118475611,115.6832467288961,-0.7599284211037654,87.64191991430033,52.94250508028867,44.26164751804458
64.86264926186072,118.1448065393609,45.12879477399733,44.41137194143849,52.46965134462519,-0.9591191884415138,42.9424362205143,29.162346672094564,124.86543206628049,115.6749220560065,-0.7597355789933888,87.66772792287031,53.0582545722598,44.055482766240125
64.91638433567465,116.92032588542482,45.3559152965976,44.38023474729464,52.46268621016267,-0.9591072695973624,42.92819259846287,28.92611200488511,124.86888885965244,115.68742985040585,-0.7599620210940499,87.69095513058329,53.17242911503382,43.77993448961611
64.88474590210718,119.03829329688234,45.25032376693784,44.20221127256517,52.45641758914641,-0.9590965426376261,42.92537333861659,28.723500804396597,124.8819999736872,115.68868686536526,-0.7599658189846449,87.71185961752496,53.275186203530446,43.5019410406545
64.93627131189646,116.94446396719411,45.29529139024406,43.851990145308655,52.45077583023178,-0.9590868883738635,42.932836004754925,28.531150723956937,124.89379997631848,115.68981817882873,-0.7601692370861803,87.73067365577248,53.3776675831774,43.201746936589046
