FT-3061-2,FT-3061-3,FT-3061-4,FT-3062-1,TT-3061-1,PT-3061-2,TT-3061-2,LT-3062-1,TT-3061-4,TT-3061-6,PT-3061-3,TT-3061-3,TT-3061-5,LT-3061-2
70.1,119.0,37.6,36.1,51.8,-0.9590000000000001,41.3,27.1,117.1,109.7,-0.83,82.7,41.7,38.3
70.08999999999999,120.32000000000001,38.03,36.13,51.809999999999995,-0.9592,41.31,27.09,117.1,109.69,-0.8295,82.71000000000001,41.7,38.42
70.01099999999998,118.058,38.107,36.507000000000005,51.818999999999996,-0.95928,41.319,27.081,117.11,109.671,-0.82965,82.72900000000001,41.71,38.588
69.84989999999999,114.4922,38.1163,36.84630000000001,51.817099999999996,-0.959252,41.3271,27.0729,117.12899999999999,109.65390000000001,-0.8301850000000001,82.75610000000002,41.739000000000004,38.7692
69.99490999999999,116.02298,38.46467,37.361670000000004,51.81539,-0.9592268,41.334390000000006,27.34561,117.1561,109.63851000000001,-0.8303665,82.79049000000002,41.73510000000001,38.912279999999996
70.05541899999999,115.71068199999999,38.728203,37.335503,51.813851,-0.95920412,41.340951000000004,27.581049,117.17049,109.614659,-0.83052985,82.83144100000001,41.721590000000006,39.061052
69.96987709999999,112.5596138,38.8853827,37.421952700000006,51.8124659,-0.959283708,41.3368559,27.8029441,117.18344099999999,109.5831931,-0.8305768649999999,82.8682969,41.709431,39.274946799999995
69.98288939,113.71365241999999,38.90684443,37.34975743000001,51.81121931,-0.9593553372,41.32317031,27.99264969,117.19509689999998,109.55487379,-0.8305191784999999,82.90146720999999,41.6684879,39.44745212
69.824600451,115.372287178,38.886159987,37.21478168700001,51.810097379,-0.95961980348,41.300853279,28.163384721,117.19558720999999,109.539386411,-0.8307672606499998,82.91132048899999,41.611639110000006,39.562706908
69.74214040589999,112.8650584602,39.1875439883,37.13330351830001,51.8090876411,-0.959757823132,41.2807679511,28.3070462489,117.19602848899999,109.5354477699,-0.8308905345849998,82.9101884401,41.580475199000006,39.576436217200005
69.77792636530998,112.85855261418001,39.228789589470004,37.789973166470006,51.80817887699,-0.9597820408187999,41.262691155990005,28.44634162401,117.19642564009999,109.52190299291,-0.8311014811264998,82.89916959609,41.592427679100005,39.52879259548
69.87013372877898,114.96269735276202,39.235910630523,37.18097584982301,51.797360989291,-0.9598038367369199,41.256422040391,28.581707461609,117.19678307608999,109.519712693619,-0.8309913330138499,82.879252636481,41.58318491119,39.475913335932
69.94312035590109,114.63642761748582,39.6323195674707,37.312878264840705,51.7976248903619,-0.9598234530632279,41.2507798363519,28.703536715448102,117.20710476848097,109.51774142425711,-0.8306921997124649,82.87132737283291,41.584866420071,39.4183220023388
69.87880832031098,111.62278485573725,39.76908761072364,36.95159043835663,51.797862401325716,-0.9597411077569051,41.25570185271671,28.813183043903294,117.20639429163288,109.5059672818314,-0.8304229797412184,82.87419463554963,41.596379778063906,39.41648980210492
69.79092748827989,113.12050637016353,39.76217884965127,37.08643139452097,51.798076161193144,-0.9597669969812146,41.26013166744504,28.971864739512963,117.20575486246959,109.51537055364825,-0.8303806817670966,82.88677517199467,41.60674180025752,39.35484082189443
69.8318347394519,114.76845573314716,39.655960964686145,37.11778825506888,51.79826854507383,-0.9597902972830932,41.27411850070054,29.114678265561665,117.22517937622263,109.51383349828343,-0.8305426135903868,82.90809765479521,41.61606762023177,39.329356739704984
69.91865126550671,112.28161015983244,39.72036486821753,37.63600942956199,51.79844169056645,-0.9598112675547839,41.29670665063048,29.2532104390055,117.25266143860037,109.51245014845509,-0.8305883522313481,82.93728788931568,41.63446085820859,39.326421065734486
69.98678613895603,113.42344914384918,39.59832838139578,37.73240848660579,51.798597521509805,-0.9597301407993055,41.317035985567436,29.36788939510495,117.27739529474033,109.50120513360957,-0.8304295170082132,82.97355910038412,41.66101477238773,39.45377895916104
70.04810752506043,114.71110422946427,39.428495543256204,37.67916763794521,51.79873776935882,-0.959657126719375,41.335332387010695,29.471100455594453,117.2996557652663,109.49108462024861,-0.8306865653073918,82.99620319034571,41.66491329514896,39.65840106324494
69.7832967725544,113.01999380651785,39.54564598893059,37.7212508741507,51.798863992422945,-0.9595914140474375,41.351799148309624,29.553990410035006,117.31969018873967,109.49197615822376,-0.8304179087766527,83.00658287131114,41.638421965634066,39.872560956920445
69.98496709529896,110.73799442586606,39.33108139003753,37.50912578673563,51.79897759318065,-0.9594322726426938,41.36661923347866,29.578591369031507,117.3377211698657,109.4927785424014,-0.8304761178989873,83.01592458418003,41.62457976907066,40.0353048612284
69.91647038576906,112.56419498327945,39.51797325103378,36.95821320806206,51.799079833862585,-0.9593890453784244,41.38995731013079,29.600732232128358,117.34394905287913,109.49350068816126,-0.8306285061090886,83.02433212576203,41.66212179216359,40.12177437510555
69.85482334719215,114.0177754849515,39.586175925930405,37.172391887255856,51.79917185047633,-0.959350140840582,41.41096157911771,29.620659008915524,117.35955414759121,109.49415061934513,-0.8304656554981797,83.04189891318582,41.68590961294723,40.259596937595
69.90934101247294,112.00599793645635,39.81755833333737,37.07515269853027,51.7992546654287,-0.9593151267565239,41.42986542120594,29.62859310802397,117.38359873283208,109.48473555741062,-0.8302190899483618,83.05770902186723,41.69731865165251,40.3736372438355
69.98840691122564,112.16539814281072,39.74580250000363,37.09763742867724,51.79932919888583,-0.9591836140808715,41.44687887908534,29.645733797221574,117.41523885954888,109.47626200166955,-0.8299971809535256,83.0719381196805,41.697586786487264,40.44627351945196
70.08956622010308,114.08885832852965,39.77122225000326,37.29787368580951,51.79939627899725,-0.9590652526727843,41.47219099117681,29.391160417499417,117.44371497359398,109.4686358015026,-0.829897462858173,83.07474430771245,41.70782810783854,40.531646167506764
70.13060959809278,113.22997249567669,39.85410002500294,37.19808631722856,51.79945665109753,-0.9589587274055059,41.494971892059134,29.152044375749476,117.46934347623458,109.46177222135233,-0.8300077165723557,83.07726987694122,41.73704529705468,40.588481550756086
70.1875486382835,110.59697524610903,39.918690022502645,37.4582776855057,51.79951098598778,-0.9587628546649554,41.515474702853226,28.93683993817453,117.48240912861112,109.44559499921709,-0.8297069449151202,83.06954288924709,41.75334076734921,40.70963339568048
70.26879377445515,112.65727772149812,40.10682102025238,37.64244991695513,51.799559887389,-0.9586865691984598,41.5439272325679,28.743155944357078,117.49416821575001,109.44103549929538,-0.8294362504236082,83.0525886003224,41.78800669061429,40.77867005611243
70.30191439700964,112.2315499493483,40.19613891822715,37.65820492525962,51.799603898650105,-0.9586179122786139,41.56953450931111,28.56884034992137,117.504751394175,109.44693194936585,-0.8289926253812474,83.03732974029015,41.839206021552855,40.89080305050119
70.31172295730867,111.44839495441347,40.07652502640443,37.512384432733654,51.799643508785095,-0.9585561210507525,41.59258105838,28.421956314929233,117.51427625475749,109.46223875442926,-0.8291933628431226,83.02359676626114,41.87528541939757,41.05172274545107
70.2705506615778,112.80355545897213,40.10887252376399,37.72114598946029,51.79967915790659,-0.9585005089456773,41.613322952542,28.28976068343631,117.51284862928175,109.46601487898634,-0.8293740265588103,83.00123708963503,41.867756877457815,41.18655047090597
70.31349559542002,110.97319991307492,40.24798527138759,37.82903139051426,51.79971124211593,-0.9584504580511096,41.6219906572878,28.160784615092677,117.52156376635357,109.46941339108771,-0.8294366239029293,82.98111338067153,41.84098118971203,41.28789542381537
70.35214603587802,112.98587992176743,40.253186744248836,37.646128251462834,51.79974011790434,-0.9585054122459986,41.61979159155902,28.05470615358341,117.5094073897182,109.48247205197893,-0.8294929615126363,82.96300204260439,41.84688307074083,41.359105881433834
70.39693143229022,112.0672919295907,40.13786806982395,37.57151542631655,51.79976610611391,-0.9585548710213988,41.60781243240312,27.949235538225068,117.49846665074638,109.48422484678105,-0.8295436653613727,82.94670183834396,41.86219476366675,41.36319529329045
70.4872382890612,113.08056273663162,40.204081262841555,37.5543638836849,51.799789495502516,-0.9587993839192589,41.587031189162815,28.12431198440256,117.50861998567173,109.48580236210294,-0.8296892988252353,82.94203165450955,41.84597528730008,41.30687576396141
70.48851446015507,113.27250646296847,40.2936731365574,37.59892749531641,51.79981054595226,-0.958819445527333,41.55832807024653,28.281880785962304,117.51775798710455,109.49722212589265,-0.8292203689427119,82.9478284890586,41.84137775857007,41.20618818756527
70.50966301413956,112.43525581667161,40.36430582290166,38.10903474578477,51.79982949135704,-0.9589375009745997,41.532495263221875,28.433692707366074,117.52598218839408,109.50749991330338,-0.8291983320484407,82.96304564015274,41.82723998271307,41.105569368808744
70.5486967127256,113.69173023500446,40.1078752406115,37.408131271206294,51.79984654222133,-0.9589437508771398,41.509245736899686,28.560323436629467,117.54338396955467,109.51674992197303,-0.8292784988435966,82.98674107613746,41.81451598444176,41.00501243192787
70.58382704145305,111.81255721150401,40.16708771655035,37.39731814408566,51.7998618879992,-0.9590493757894258,41.48832116320972,28.68429109296652,117.5790455725992,109.52507492977573,-0.8293506489592369,83.01806696852371,41.813064385997585,40.89451118873508
70.58544433730775,112.56130149035361,40.150378944895316,37.5375863296771,51.79987569919928,-0.9591444382104832,41.47948904688875,28.785861983669868,117.61114101533927,109.52256743679816,-0.8292155840633132,83.05626027167135,41.81175794739783,40.805060069861575
70.54689990357697,112.60517134131825,40.33534105040579,37.89382769670939,51.789888129279355,-0.9591299943894349,41.481540142199876,28.87727578530288,117.64002691380534,109.52031069311835,-0.8285940256569818,83.09063424450422,41.82058215265805,40.72455406287542
70.54220991321928,111.45465420718644,40.07180694536521,38.45444492703845,51.78089931635142,-0.9591169949504914,41.48338612797989,28.959548206772592,117.66602422242481,109.52827962380651,-0.8282346230912837,83.1215708200538,41.808523937392245,40.69209865658788
70.55798892189735,113.0391887864678,40.074626250828686,38.54900043433461,51.77280938471628,-0.9591052954554423,41.485047515181904,29.053593386095333,117.67942180018233,109.54545166142586,-0.8282111607821553,83.13941373804842,41.797671543653024,40.662888790929095
70.55219002970762,111.55526990782101,40.21716362574582,38.30410039090115,51.76552844624466,-0.9590947659098981,41.486542763663714,29.1182340474858,117.6914796201641,109.55090649528327,-0.8279900447039398,83.13547236424358,41.787904389287725,40.606599911836184
70.54697102673686,113.18974291703891,40.45544726317124,38.28369035181104,51.75897560162019,-0.9589852893189083,41.49788848729734,29.17641064273722,117.71233165814769,109.56581584575494,-0.8278910402335458,83.12192512781922,41.779113950358955,40.575939920652566
70.53227392406316,112.37076862533502,40.27990253685411,38.01532131662994,51.753078041458174,-0.9590867603870175,41.5080996385676,29.3087695784635,117.72109849233293,109.56923426117945,-0.8279019362101911,83.1097326150373,41.771202555323065,40.538345928587304
70.50904653165685,111.75369176280151,40.2519122831687,38.04378918496694,51.75777023731236,-0.9590780843483158,41.51728967471084,29.43789262061715,117.72898864309964,109.59231083506151,-0.827611742589172,83.09875935353357,41.774082299790756,40.55451133572858
70.45814187849116,112.92832258652136,40.14672105485183,37.659410266470246,51.75199321358112,-0.9590702759134841,41.525560707239755,29.554103358555434,117.74608977878967,109.61307975155535,-0.8274505683302549,83.0888834181802,41.79667406981169,40.55906020215572
70.36232769064205,111.21549032786922,40.002048949366646,37.573469239823226,51.74679389222301,-0.9589632483221358,41.53300463651578,29.64869302269989,117.7714808009107,109.62177177639981,-0.8271055114972294,83.07999507636218,41.81700666283052,40.553154181940144
70.23609492157784,113.0539412950823,39.80184405442998,37.616122315840904,51.75211450300071,-0.9588669234899222,41.5497041728642,29.7438237204299,117.79433272081963,109.62959459875984,-0.8268949603475065,83.09199556872596,41.845305996547474,40.55783876374613
70.17248542942006,111.42854716557406,39.64165964898698,37.15451008425681,51.75690305270064,-0.95878023114093,41.564733755577784,29.749441348386913,117.82489944873767,109.62663513888386,-0.8268054643127559,83.11279601185336,41.870775396892725,40.562054887371524
70.20523688647806,112.41569244901665,39.58749368408828,37.02905907583113,51.76121274743058,-0.958702208026837,41.56826038002,29.754497213548223,117.8624095038639,109.63397162499547,-0.8268249178814804,83.14151641066803,41.87369785720345,40.615849398634374
70.24471319783025,112.45412320411498,39.46874431567945,37.12615316824802,51.76509147268752,-0.9587319872241533,41.581434342018,29.759047492193403,117.89616855347751,109.64057446249592,-0.8264424260933323,83.17736476960123,41.87632807148311,40.57426445877094
70.25024187804722,111.61871088370349,39.78186988411151,37.47353785142322,51.76858232541877,-0.958758788501738,41.593290907816204,29.493142742974065,117.92655169812976,109.65651701624634,-0.826098183483999,83.2096282926411,41.8886952643348,40.59683801289385
70.26521769024251,113.13683979533313,39.78368289570035,37.16618406628089,51.771724092876894,-0.9585829096515642,41.60396181703459,29.243828468676657,117.96389652831678,109.6708653146217,-0.8259883651355991,83.23866546337699,41.88982573790132,40.59715421160447
70.31869592121825,111.53315581579982,39.75531460613031,37.2795656596528,51.76455168358921,-0.9584246186864078,41.613565635331135,29.03944562180899,118.0075068754851,109.69377878315952,-0.8255895286220392,83.2547989170393,41.900843164111194,40.59743879044402
70.38682632909642,112.63984023421983,39.96978314551728,37.591609093687524,51.75809651523029,-0.9582821568177671,41.63220907179802,28.84550105962809,118.03675618793659,109.71440090484356,-0.8254305757598352,83.26931902533538,41.91075884770008,40.60769491139962
70.43814369618678,110.89585621079785,39.93280483096556,37.28244818431877,51.75228686370727,-0.9581539411359904,41.648988164618224,28.670950953665283,118.06308056914293,109.7329608143592,-0.8251875181838517,83.27238712280185,41.91968296293007,40.62692542025966
