FT-3061-2,FT-3061-3,FT-3061-4,LT-3061-2,FT-3062-1,TT-3061-3,TT-3061-4,PT-3061-3
69.9,119.4,54.9,41.3,24.4,102.8,131.1,-0.89205
69.66,121.86,54.449999999999996,41.34,24.63,102.82,131.09,-0.8919400000000001
69.75399999999999,122.12400000000001,54.02499999999999,41.376000000000005,25.057,102.838,131.091,-0.891676
69.80859999999998,122.14160000000001,53.93249999999999,41.4384,25.221299999999996,102.85419999999999,131.11190000000002,-0.8913284
69.89773999999998,124.17744000000002,54.149249999999995,41.614560000000004,25.429169999999996,102.87877999999999,131.13071000000002,-0.89096056
69.79796599999999,123.46969600000001,53.994324999999996,41.863104,25.286252999999995,102.870902,131.15763900000002,-0.8907395039999999
69.78816939999999,123.95272640000002,53.9448925,42.066793600000004,25.687627699999997,102.73381180000001,131.1618751,-0.8907055535999999
69.78935245999999,124.97745376000002,54.14040325,42.16011424,25.998864929999996,102.43043062000001,131.16568759,-0.8907849982399999
69.970417214,124.10970838400002,54.266362924999996,42.144102816,25.618978436999996,102.007387558,131.159118831,-0.8909114984159999
69.9633754926,126.41873754560001,54.199726632499996,42.1596925344,25.787080593299997,101.4966488022,131.1532069479,-0.8909153485744
70.07703794333999,127.57686379104001,54.209753969249995,42.22372328096,26.16837253397,100.95698392198,131.13788625311,-0.89080881371696
70.13933414900599,126.839177411936,54.33877857232499,42.401350952864,26.091535280573,100.391285529782,131.13409762779898,-0.8904929323452639
70.18540073410539,128.3252596707424,54.48490071509249,42.6412158575776,26.5623817525157,99.84215697680379,131.1406878650191,-0.8901536391107375
70.06686066069486,127.96273370366818,54.41641064358324,42.92709427181984,26.39614357726413,99.3179412791234,131.1666190785172,-0.8897382751996638
69.91017459462537,127.73646033330135,54.46476957922492,43.24438484463786,26.816529219537717,98.83614715121107,131.19995717066547,-0.8894744476796973
69.85915713516285,129.35281429997121,54.62829262130243,43.48994636017407,26.504876297583948,98.36253243608996,131.20996145359894,-0.8894570029117276
69.80324142164656,128.2675328699741,54.525463359172186,43.61095172415666,26.414388667825552,97.95627919248096,131.20896530823904,-0.8895513026205548
69.8229172794819,129.4507795829767,54.49291702325497,43.739856551741,26.122949801043,97.59065127323287,131.20806877741515,-0.8896361723584993
69.4206255515337,129.75570162467903,54.41362532092947,43.7758708965669,25.9906548209387,97.41158614590958,131.19726189967363,-0.8897675551226495
69.79856299638033,129.61013146221114,54.572262788836525,43.748283806910216,26.62158933884483,97.23042753131863,131.19753570970627,-0.8898307996103846
69.7687066967423,131.04911831599003,54.49503650995287,43.77345542621919,26.929430404960346,96.96738477818676,131.19778213873565,-0.889722719649346
69.75183602706807,129.87420648439104,54.70553285895758,43.906109883597274,27.126487364464314,96.76064630036808,131.20800392486208,-0.8895154476844114
69.88665242436126,129.96678583595195,54.65497957306183,44.08549889523755,27.213838628017882,96.66458167033127,131.2172035323759,-0.8892189029159702
69.88798718192513,131.21010725235675,54.49948161575564,44.36694900571379,26.972454765216096,96.70812350329814,131.2354831791383,-0.8888970126243732
69.87918846373262,129.30909652712106,54.569533454180075,44.64025410514242,26.975209288694487,96.84731115296833,131.25193486122447,-0.8886073113619358
70.01126961735936,130.65818687440895,54.49258010876206,44.836228694628176,27.27768835982504,96.95258003767151,131.26674137510201,-0.8885665802257423
69.93014265562343,131.65236818696806,54.31332209788585,44.97260582516536,28.049919523842537,96.92732203390436,131.28006723759182,-0.888584922203168
