Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
11,2,4,33,45.4,53.8,42.2,-0.957,62.3,42.2,88.3,124.3,114.6,-0.793,81.7,92.8,68.5,2,C1
11,2,4,34,43.8,53.8,41.5,-0.96,58.6,41.7,88.4,124.2,114.5,-0.796,81.0,92.7,61.5,2,C1
11,2,4,35,45.4,53.7,40.9,-0.964,54.6,41.2,88.4,124.1,114.4,-0.802,80.1,93.4,63.9,2,C1
11,2,4,36,45.2,53.7,40.4,-0.965,59.4,40.9,88.4,123.9,114.2,-0.803,79.2,112.8,63.4,2,C1
11,2,4,37,44.5,53.7,40.3,-0.964,58.7,40.6,88.3,123.4,114.3,-0.8,77.5,118.4,65.3,2,C1
11,2,4,38,45.4,53.7,40.5,-0.963,61.7,40.6,88.2,122.6,114.6,-0.795,75.9,123.0,65.9,2,C1
11,2,4,39,43.8,53.7,40.9,-0.961,60.3,41.0,88.3,122.8,114.9,-0.795,74.6,136.3,63.7,2,C1
11,2,4,40,45.5,53.7,41.3,-0.959,62.6,41.3,88.3,122.6,115.1,-0.794,75.2,141.5,64.2,2,C1
11,2,4,41,43.9,53.7,41.7,-0.959,62.0,41.7,88.4,122.4,115.0,-0.79,75.8,135.0,65.8,2,C1
11,2,4,42,45.4,53.7,42.1,-0.957,60.9,42.0,88.4,122.4,114.8,-0.792,76.8,139.2,66.0,2,C1
11,2,4,43,46.0,53.8,42.4,-0.956,62.6,42.2,88.4,122.6,114.6,-0.798,78.4,136.1,67.6,2,C1
11,2,4,44,45.3,53.8,41.9,-0.958,59.1,41.9,88.3,122.7,114.6,-0.8,79.2,133.1,67.4,2,C1
11,2,4,45,45.2,53.7,41.3,-0.961,56.1,41.5,88.2,122.8,114.3,-0.803,79.1,125.0,63.2,2,C1
11,2,4,46,45.2,53.7,40.8,-0.963,59.7,41.1,88.1,122.5,114.3,-0.804,77.2,122.9,66.8,2,C1
11,2,4,47,45.0,53.7,40.5,-0.965,62.9,40.8,88.0,121.9,114.3,-0.804,75.1,118.3,60.7,2,C1
