Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
11,9,4,57,50.9,51.8,43.4,-0.956,55.3,51.8,90.4,128.9,125.1,-0.698,30.0,119.9,19.9,2,C1
11,9,4,58,50.9,51.8,42.9,-0.96,53.1,51.1,90.1,129.0,124.9,-0.705,31.5,133.4,22.4,2,C1
11,9,4,59,51.2,51.8,42.2,-0.964,53.6,50.2,89.8,128.9,124.6,-0.705,31.7,120.6,22.6,2,C1
11,9,5,0,50.8,51.8,41.7,-0.964,55.9,50.0,89.5,128.8,124.4,-0.709,31.4,132.5,20.4,2,C1
11,9,5,1,50.9,51.8,42.0,-0.963,56.5,50.5,89.1,128.7,124.5,-0.71,30.8,127.6,23.5,2,C1
11,9,5,2,51.0,51.8,42.3,-0.961,54.9,50.9,88.8,128.8,124.4,-0.707,31.3,122.1,18.0,2,C1
11,9,5,3,51.1,51.8,42.6,-0.959,56.1,51.0,88.5,128.8,124.3,-0.702,31.7,136.8,18.6,2,C1
11,9,5,4,50.4,51.7,42.9,-0.958,56.7,51.1,88.1,128.8,124.2,-0.712,32.6,117.1,23.7,2,C1
11,9,5,5,48.8,51.7,43.1,-0.957,56.3,51.1,87.8,128.7,124.0,-0.703,33.4,135.7,22.6,2,C1
11,9,5,6,50.3,51.7,43.4,-0.956,55.0,51.1,87.5,128.7,123.7,-0.701,33.7,114.1,23.4,2,C1
11,9,5,7,50.7,51.6,42.9,-0.96,56.0,50.5,87.3,128.6,123.3,-0.708,34.3,138.5,25.9,2,C1
11,9,5,8,49.5,51.6,42.2,-0.963,52.7,49.9,87.1,128.5,123.0,-0.706,34.5,110.9,22.5,2,C1
11,9,5,9,50.8,51.6,41.8,-0.964,55.6,49.7,87.0,128.4,122.7,-0.716,34.3,140.1,22.6,2,C1
11,9,5,10,48.9,51.6,42.0,-0.964,55.4,50.3,86.8,128.3,122.7,-0.712,33.4,112.9,22.6,2,C1
11,9,5,11,50.7,51.6,42.3,-0.961,56.8,50.7,86.7,128.2,122.7,-0.706,33.3,142.9,25.3,2,C1
11,9,5,12,49.1,51.6,42.6,-0.961,55.7,50.9,86.6,128.2,122.7,-0.71,33.0,123.3,22.3,2,C1
11,9,5,13,50.6,51.6,42.8,-0.959,55.9,51.0,86.7,128.2,122.6,-0.707,33.2,131.9,24.1,2,C1
11,9,5,14,49.0,51.6,42.9,-0.958,53.4,50.9,87.0,128.2,122.7,-0.705,32.8,124.5,21.1,2,C1
11,9,5,15,50.4,51.6,43.0,-0.958,54.4,50.8,87.6,128.2,122.7,-0.7,33.0,129.4,25.5,2,C1
11,9,5,16,49.3,51.6,43.2,-0.957,56.0,50.8,88.5,128.3,122.6,-0.702,33.7,129.6,28.0,2,C1
11,9,5,17,50.2,51.6,43.4,-0.957,54.1,50.7,89.0,128.3,122.4,-0.701,34.8,126.3,26.9,2,C1
11,9,5,18,50.4,51.5,42.8,-0.96,54.1,50.1,89.5,128.2,122.3,-0.702,35.2,132.9,23.7,2,C1
11,9,5,19,49.4,51.5,42.1,-0.964,54.4,49.7,89.7,128.2,122.1,-0.705,35.0,121.8,16.2,2,C1
11,9,5,20,50.6,51.6,41.9,-0.963,55.8,49.6,89.4,128.0,122.0,-0.71,34.3,136.8,24.1,2,C1
11,9,5,21,50.4,51.5,42.1,-0.963,55.5,50.2,89.2,127.9,121.9,-0.711,33.5,116.2,26.3,2,C1
11,9,5,22,49.1,51.6,42.4,-0.96,56.7,50.7,89.5,128.0,121.9,-0.706,32.7,136.5,23.1,2,C1
11,9,5,23,50.4,51.6,42.7,-0.959,56.5,51.0,90.2,128.0,122.1,-0.709,32.2,120.7,27.4,2,C1
11,9,5,24,50.0,51.6,43.0,-0.958,53.2,51.3,91.7,128.1,122.3,-0.696,33.0,137.1,28.3,2,C1
11,9,5,25,49.1,51.5,43.3,-0.956,56.0,51.3,91.5,128.2,122.4,-0.697,32.5,115.2,24.5,2,C1
11,9,5,26,50.2,51.6,43.3,-0.958,55.7,51.1,91.0,128.2,122.6,-0.703,32.9,138.7,24.0,2,C1
11,9,5,27,50.5,51.6,42.6,-0.963,53.0,50.5,90.8,128.1,122.5,-0.702,33.2,107.9,25.7,2,C1
11,9,5,28,50.2,51.6,41.9,-0.965,54.3,50.2,90.7,128.1,122.3,-0.708,33.0,137.6,26.5,2,C1
11,9,5,29,49.6,51.6,42.0,-0.964,55.5,50.7,91.6,128.0,122.3,-0.701,31.5,111.5,27.0,2,C1
11,9,5,30,49.2,51.7,42.3,-0.961,57.0,51.4,93.5,128.0,122.5,-0.711,31.2,137.1,22.6,2,C1
11,9,5,31,49.8,51.7,42.6,-0.96,57.3,51.7,94.9,128.1,122.8,-0.701,30.8,116.1,28.7,2,C1
