Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
10,26,23,11,73.4,55.6,41.7,-0.958,50.6,43.0,82.9,127.1,119.7,-0.734,53.8,132.2,48.2,2,C1
10,26,23,12,73.08,55.6,41.3,-0.959,50.040000000000006,42.5,82.9,127.02,119.8,-0.735,53.63999999999999,125.28,47.480000000000004,2,C1
10,26,23,13,72.44800000000001,55.7,40.9,-0.961,49.544,42.3,82.9,126.972,119.7,-0.74,52.903999999999996,129.888,47.08800000000001,2,C1
10,26,23,14,72.3088,55.7,40.6,-0.963,50.2864,42.1,82.86,126.9432,119.7,-0.738,52.0224,122.2928,47.61280000000001,2,C1
10,26,23,15,72.86528000000001,55.6,40.4,-0.963,49.93184,42.1,82.836,126.88592,119.7,-0.736,50.93344,130.13568,47.807680000000005,2,C1
10,26,23,16,73.239168,55.7,40.5,-0.962,50.879104,42.2,82.86160000000001,126.851552,119.8,-0.733,49.720063999999994,126.961408,46.364608000000004,2,C1
10,26,23,17,73.3435008,55.8,40.8,-0.961,51.0474624,42.0,82.91696000000002,126.7909312,119.9,-0.733,48.792038399999996,126.8968448,47.8987648,2,C1
10,26,23,18,72.96610048000001,55.8,41.1,-0.959,51.54847744,42.2,83.070176,126.83455872,119.8,-0.728,47.91522304,128.05810688,47.29925888,2,C1
10,26,23,19,72.659660288,55.8,41.4,-0.959,51.769086464,42.7,83.2821056,126.90073523200002,119.8,-0.731,47.869133824,122.754864128,46.219555328,2,C1
10,26,23,20,73.07579617280001,55.7,41.7,-0.957,51.901451878399996,43.0,83.48926336,126.9404411392,119.9,-0.735,48.681480294400004,128.17291847680002,46.1317331968,2,C1
10,26,23,21,73.28547770368,55.8,41.8,-0.957,52.18087112704,42.9,83.653558016,127.16426468352,120.0,-0.738,50.048888176640006,122.14375108608002,45.35903991808,2,C1
10,26,23,22,72.891286622208,55.8,41.6,-0.958,51.508522676224004,42.9,83.7921348096,127.218558810112,120.0,-0.736,51.22933290598401,127.446250651648,49.295423950848004,2,C1
10,26,23,23,72.8547719733248,55.8,41.3,-0.96,50.8251136057344,43.0,83.87528088575999,127.21113528606719,119.9,-0.735,52.13759974359041,120.8277503909888,49.7772543705088,2,C1
10,26,23,24,73.19286318399489,55.8,41.1,-0.962,49.33506816344064,42.9,83.885168531456,127.12668117164031,120.0,-0.74,52.28255984615424,128.2166502345933,50.14635262230528,2,C1
10,26,23,25,73.19571791039692,55.8,40.8,-0.961,49.32104089806438,42.8,83.81110111887361,127.07600870298418,120.0,-0.737,51.52953590769255,127.72999014075597,50.20781157338317,2,C1
10,26,23,26,72.79743074623815,55.7,40.6,-0.962,49.55262453883863,42.7,83.64666067132417,126.96560522179051,119.8,-0.734,50.59772154461553,126.79799408445359,51.1646869440299,2,C1
10,26,23,27,73.1984584477429,55.8,40.4,-0.963,49.93157472330318,42.7,83.4279964027945,126.85936313307431,119.8,-0.738,49.59863292676932,129.83879645067216,51.13881216641794,2,C1
10,26,23,28,72.87907506864573,55.8,40.6,-0.961,50.07894483398191,42.5,83.21679784167671,126.83561787984458,119.8,-0.735,48.31917975606159,123.3832778704033,48.28328729985077,2,C1
10,26,23,29,73.20744504118744,55.7,40.9,-0.961,50.72736690038914,42.3,83.09007870500602,126.82137072790674,119.6,-0.732,47.43150785363695,128.70996672224197,47.009972379910465,2,C1
10,26,23,30,73.28446702471247,55.8,41.2,-0.959,50.95642014023348,42.4,83.01404722300362,126.81282243674404,119.6,-0.732,47.05890471218217,121.82598003334519,48.56598342794628,2,C1
10,26,23,31,73.09068021482749,55.8,41.6,-0.957,51.13385208414009,42.6,83.00842833380217,126.88769346204643,119.7,-0.734,47.195342827309304,127.93558802000712,48.57959005676777,2,C1
10,26,23,32,73.17440812889649,55.8,41.9,-0.956,49.84031125048405,42.9,83.0850570002813,126.97261607722785,119.7,-0.731,47.83720569638558,126.04135281200426,46.38775403406066,2,C1
10,26,23,33,72.9446448773379,55.8,41.7,-0.958,50.90418675029043,43.0,83.25103420016877,127.02356964633671,119.7,-0.736,48.70232341783135,126.46481168720256,46.592652420436394,2,C1
10,26,23,34,73.12678692640274,55.8,41.4,-0.96,49.702512050174256,43.0,83.43062052010126,126.97414178780203,119.7,-0.739,49.26139405069881,127.95888701232153,46.39559145226184,2,C1
10,26,23,35,73.31607215584165,55.9,41.2,-0.961,49.54150723010455,42.8,83.61837231206076,126.94448507268122,119.7,-0.735,49.51683643041929,125.61533220739291,46.637354871357104,2,C1
10,26,23,36,73.069643293505,55.9,41.0,-0.961,49.32490433806273,42.7,83.77102338723645,126.88669104360872,119.7,-0.738,49.31010185825157,129.08919932443575,46.38241292281427,2,C1
10,26,23,37,72.08178597610299,55.9,40.7,-0.962,49.43494260283764,42.6,83.82261403234187,126.85201462616523,119.7,-0.734,48.86606111495094,130.05351959466145,45.22944775368856,2,C1
10,26,23,38,71.0890715856618,56.0,40.6,-0.962,49.540965561702585,42.3,83.81356841940513,126.83120877569914,119.7,-0.736,48.27963666897056,126.71211175679687,45.89766865221314,2,C1
10,26,23,39,70.29344295139708,56.0,40.5,-0.963,49.96457933702155,42.3,83.72814105164306,126.85872526541948,119.8,-0.735,47.20778200138234,125.46726705407812,44.178601191327886,2,C1
10,26,23,40,69.81606577083825,56.0,40.7,-0.962,50.378747602212925,42.5,83.55688463098583,126.95523515925169,119.6,-0.735,46.284669200829406,129.36036023244685,44.54716071479673,2,C1
10,26,23,41,69.92963946250295,55.9,41.0,-0.96,50.82724856132776,42.6,83.3741307785915,127.13314109555101,119.6,-0.734,45.37080152049764,121.97621613946811,44.96829642887804,2,C1
10,26,23,42,70.35778367750177,55.9,41.4,-0.958,51.01634913679665,42.9,83.22447846715491,127.1998846573306,119.6,-0.732,45.262480912298585,128.58572968368088,44.380977857326826,2,C1
10,26,23,43,70.93467020650107,55.9,41.7,-0.957,52.12980948207799,43.1,83.09468708029294,127.23993079439836,119.7,-0.731,45.55748854737915,126.15143781020852,43.148586714396096,2,C1
10,26,23,44,70.84080212390063,55.9,41.8,-0.957,49.237885689246795,43.2,83.09681224817577,127.26395847663902,119.7,-0.728,46.254493128427484,126.25086268612512,42.76915202863766,2,C1
10,26,23,45,70.14448127434038,56.0,41.5,-0.959,49.02273141354808,43.4,83.17808734890545,127.27837508598341,119.7,-0.735,47.27269587705649,127.75051761167506,44.3014912171826,2,C1
10,26,23,46,70.00668876460423,55.9,41.1,-0.961,49.01363884812885,43.2,83.34685240934326,127.24702505159004,119.8,-0.734,47.6036175262339,124.45031056700503,44.62089473030956,2,C1
10,26,23,47,70.32401325876253,55.9,40.8,-0.961,49.04818330887731,43.1,83.52811144560596,127.26821503095402,119.8,-0.733,47.40217051574034,128.510186340203,44.09253683818574,2,C1
10,26,23,48,69.59440795525752,55.9,40.6,-0.962,49.148909985326384,43.0,83.75686686736358,127.28092901857241,119.8,-0.738,46.8413023094442,121.90611180412179,44.85552210291144,2,C1
10,26,23,49,69.55664477315452,56.0,40.5,-0.963,49.16934599119583,42.9,84.01412012041816,127.28855741114344,119.9,-0.732,45.98478138566652,128.02366708247308,46.63331326174686,2,C1
10,26,23,50,70.41398686389272,56.0,40.8,-0.962,49.6216075947175,42.8,84.32847207225089,127.25313444668606,119.8,-0.732,44.950868831399916,122.25420024948384,46.57998795704812,2,C1
10,26,23,51,70.08839211833563,56.0,41.1,-0.959,50.17296455683051,42.8,84.67708324335054,127.23188066801163,119.8,-0.73,44.33052129883995,128.19252014969032,46.10799277422887,2,C1
10,26,23,52,69.77303527100138,55.9,41.5,-0.958,49.863778734098304,42.7,85.04624994601032,127.29912840080698,119.8,-0.728,44.19831277930397,126.95551208981419,45.54479566453732,2,C1
10,26,23,53,70.26382116260082,55.9,41.7,-0.956,49.51826724045898,42.7,85.42774996760619,127.3394770404842,120.0,-0.734,44.638987667582384,128.8933072538885,44.96687739872239,2,C1
10,26,23,54,71.0782926975605,56.0,41.9,-0.957,48.670960344275386,42.7,85.77664998056372,127.4436862242905,120.0,-0.73,45.423392600549434,127.0159843523331,44.98012643923343,2,C1
10,26,23,55,71.4469756185363,56.0,41.6,-0.96,48.802576206565234,42.7,86.02598998833824,127.54621173457431,120.1,-0.73,46.45403556032966,122.72959061139986,45.14807586354006,2,C1
10,26,23,56,72.30818537112177,55.9,41.3,-0.961,50.12154572393914,42.5,86.17559399300293,127.48772704074459,120.2,-0.737,47.15242133619779,128.1177543668399,43.04884551812404,2,C1
10,26,23,57,71.42491122267306,56.0,41.1,-0.961,50.99292743436349,42.7,86.22535639580175,127.45263622444676,120.2,-0.736,47.21145280171867,122.55065262010395,43.589307310874425,2,C1
10,26,23,58,72.01494673360384,55.9,40.8,-0.961,50.67575646061809,42.4,86.17521383748104,127.47158173466805,120.3,-0.731,46.726871681031206,129.01039157206236,45.913584386524654,2,C1
10,26,23,59,71.5689680401623,55.9,40.6,-0.962,50.28545387637085,42.4,85.98512830248862,127.40294904080083,120.2,-0.731,45.87612300861872,123.4862349432374,44.66815063191479,2,C1
10,27,0,0,71.90138082409739,55.9,40.5,-0.963,50.97127232582251,42.1,85.75107698149317,127.4017694244805,120.3,-0.736,44.76567380517123,124.21174096594244,43.28089037914887,2,C1
10,27,0,1,71.70082849445843,55.9,40.7,-0.961,50.54276339549351,42.1,85.4506461888959,127.4410616546883,120.3,-0.729,43.859404283102734,125.56704457956545,43.848534227489324,2,C1
10,27,0,2,71.54049709667505,55.9,41.0,-0.96,50.96565803729611,42.4,85.15038771333755,127.46463699281297,120.4,-0.727,42.995642569861644,122.70022674773926,42.629120536493595,2,C1
10,27,0,3,71.24429825800503,55.9,41.3,-0.958,50.81939482237767,42.9,84.85023262800254,127.59878219568779,120.3,-0.726,42.637385541916984,127.86013604864357,41.01747232189616,2,C1
10,27,0,4,71.02657895480303,55.9,41.7,-0.957,50.691636893426605,43.2,84.59013957680153,127.67926931741268,120.3,-0.726,42.782431325150185,121.95608162918614,41.2904833931377,2,C1
10,27,0,5,71.53594737288182,55.9,42.0,-0.957,50.69498213605596,43.2,84.39408374608092,127.7275615904476,120.3,-0.726,43.349458795090115,127.45364897751169,40.21429003588262,2,C1
10,27,0,6,72.2015684237291,55.9,41.9,-0.958,50.97698928163358,43.1,84.31645024764856,127.71653695426858,120.6,-0.732,44.52967527705407,120.59218938650702,40.08857402152957,2,C1
10,27,0,7,72.20094105423746,56.0,41.6,-0.959,50.50619356898015,43.1,84.30987014858914,127.90992217256114,120.6,-0.739,45.63780516623244,126.91531363190421,40.45314441291774,2,C1
10,27,0,8,72.00056463254248,56.0,41.2,-0.96,49.82371614138809,42.8,84.34592208915349,127.90595330353668,120.8,-0.732,46.26268309973946,127.22918817914254,41.191886647750636,2,C1
10,27,0,9,72.32033877952549,56.0,40.9,-0.961,48.93422968483286,42.6,84.3675532534921,127.783571982122,121.0,-0.735,46.19760985984368,126.01751290748552,41.995131988650385,2,C1
10,27,0,10,72.91220326771528,56.0,40.7,-0.962,48.88053781089971,42.3,84.34053195209526,127.67014318927319,121.0,-0.731,45.43856591590621,129.01050774449132,42.31707919319023,2,C1
10,27,0,11,72.86732196062917,56.0,40.5,-0.963,48.64832268653983,42.2,84.28431917125715,127.60208591356391,121.0,-0.734,44.62313954954372,123.3663046466948,40.87024751591414,2,C1
10,27,0,12,72.5203931763775,56.0,40.5,-0.962,48.2689936119239,42.5,84.17059150275429,127.52125154813835,120.9,-0.735,43.37388372972623,128.7397827880169,41.322148509548484,2,C1
10,27,0,13,71.91223590582649,55.9,40.8,-0.961,48.48139616715434,42.8,84.14235490165257,127.43275092888301,120.9,-0.728,42.46433023783574,121.88386967281014,41.113289105729095,2,C1
10,27,0,14,71.42734154349588,55.9,41.1,-0.959,50.488837700292606,43.1,84.20541294099154,127.41965055732982,120.9,-0.724,41.798598142701444,128.45032180368608,42.14797346343745,2,C1
10,27,0,15,70.93640492609754,55.9,41.5,-0.958,51.373302620175565,42.8,84.28324776459493,127.61179033439788,121.0,-0.728,41.59915888562087,125.63019308221165,40.12878407806247,2,C1
10,27,0,16,70.64184295565852,55.9,41.8,-0.957,50.94398157210534,43.0,84.36994865875695,127.60707420063872,121.0,-0.728,41.91949533137252,130.458115849327,40.35727044683749,2,C1
10,27,0,17,71.14510577339512,55.9,42.0,-0.958,51.44638894326321,43.4,84.46196919525417,127.64424452038324,121.3,-0.731,42.87169719882351,126.3548695095962,41.374362268102495,2,C1
10,27,0,18,71.64706346403707,55.8,41.7,-0.958,50.387833365957924,43.3,84.5971815171525,127.62654671222995,121.2,-0.731,44.2030183192941,130.41292170575773,41.544617360861494,2,C1
10,27,0,19,72.14823807842225,55.9,41.3,-0.96,50.032700019574754,43.3,84.7583089102915,127.61592802733796,121.3,-0.735,44.96181099157646,128.20775302345464,42.4467704165169,2,C1
10,27,0,20,71.96894284705336,55.8,40.8,-0.962,49.339620011744856,42.8,84.9349853461749,127.56955681640277,121.4,-0.733,44.897086594945876,125.9646518140728,41.42806224991014,2,C1
10,27,0,21,71.42136570823202,55.8,40.4,-0.964,49.563772007046914,42.7,85.08099120770493,127.50173408984166,121.5,-0.733,44.25825195696753,129.25879108844367,42.25683734994608,2,C1
10,27,0,22,72.0528194249392,55.8,40.2,-0.965,49.538263204228144,42.6,85.20859472462296,127.50104045390499,121.5,-0.733,43.274951174180515,123.67527465306621,39.75410240996765,2,C1
10,27,0,23,72.43169165496352,55.9,40.4,-0.963,49.96295792253689,42.1,85.28515683477377,127.50062427234299,121.5,-0.733,42.08497070450831,128.60516479183974,40.45246144598059,2,C1
10,27,0,24,72.0590149929781,56.0,40.6,-0.962,50.05777475352213,42.2,85.29109410086426,127.5803745634058,121.5,-0.731,40.97098242270498,122.16309887510384,40.11147686758835,2,C1
10,27,0,25,72.35540899578686,55.9,40.9,-0.96,50.634664852113275,42.3,85.25465646051856,127.62822473804349,121.4,-0.732,40.46258945362299,127.81785932506232,39.666886120553016,2,C1
10,27,0,26,72.69324539747211,56.0,41.2,-0.96,50.780798911267965,42.8,85.19279387631113,127.6969348428261,121.5,-0.734,40.59755367217379,128.6507155950374,40.000131672331804,2,C1
10,27,0,27,73.53594723848326,55.9,41.5,-0.959,50.22847934676078,42.8,85.07567632578667,127.73816090569566,121.3,-0.73,41.11853220330427,124.91042935702244,38.24007900339909,2,C1
10,27,0,28,74.28156834308996,55.9,41.8,-0.957,50.05708760805646,43.1,84.96540579547201,127.8428965434174,121.3,-0.73,42.27111932198257,129.50625761421347,38.144047402039455,2,C1
10,27,0,29,74.76894100585397,55.9,42.1,-0.955,50.074252564833884,43.1,84.8592434772832,127.82573792605044,121.4,-0.73,43.68267159318954,121.98375456852808,38.28642844122367,2,C1
10,27,0,30,74.98136460351239,55.9,42.3,-0.955,49.36455153890033,43.3,84.79554608636992,127.81544275563026,121.6,-0.732,44.96960295591373,128.15025274111684,39.1718570647342,2,C1
10,27,0,31,75.02881876210743,55.9,41.8,-0.958,49.5387309233402,43.4,84.71732765182195,127.76926565337817,121.8,-0.734,46.18176177354824,119.3701516446701,41.30311423884052,2,C1
10,27,0,32,74.89729125726447,56.0,41.3,-0.962,49.52323855400412,42.9,84.63039659109317,127.62155939202691,121.6,-0.737,46.86905706412894,118.50209098680207,39.981868543304316,2,C1
10,27,0,33,75.09837475435869,55.9,40.7,-0.963,50.11394313240247,42.8,84.5382379546559,127.45293563521614,121.5,-0.736,46.64143423847736,127.02125459208125,39.58912112598259,2,C1
10,27,0,34,74.8590248526152,55.9,40.4,-0.963,50.58836587944148,42.1,84.40294277279354,127.35176138112968,121.6,-0.738,46.06486054308642,134.25275275524874,39.35347267558956,2,C1
10,27,0,35,74.47541491156912,55.8,40.2,-0.964,49.83301952766489,41.8,84.24176566367612,127.21105682867781,121.5,-0.738,45.15891632585185,126.91165165314925,39.01208360535374,2,C1
10,27,0,36,73.88524894694147,55.8,40.4,-0.963,50.099811716598936,41.7,84.06505939820568,127.16663409720668,121.3,-0.731,44.13534979551111,124.06699099188955,39.447250163212246,2,C1
10,27,0,37,73.37114936816488,55.9,40.6,-0.961,49.89988702995936,42.0,83.8790356389234,127.139980458324,121.2,-0.733,43.20120987730667,130.72019459513373,38.46835009792735,2,C1
10,27,0,38,72.90268962089893,55.8,41.0,-0.961,49.65993221797561,42.2,83.64742138335404,127.16398827499441,121.2,-0.729,42.560725926383995,135.19211675708024,40.52101005875641,2,C1
10,27,0,39,72.90161377253935,55.8,41.4,-0.958,50.075959330785366,42.4,83.38845283001243,127.17839296499665,121.3,-0.728,42.536435555830394,124.63527005424814,39.47260603525385,2,C1
10,27,0,40,72.7009682635236,55.8,41.7,-0.957,50.80557559847122,42.7,83.15307169800745,127.10703577899798,121.2,-0.731,42.961861333498234,129.0211620325489,39.9635636211523,2,C1
10,27,0,41,73.26058095811416,55.8,42.0,-0.955,50.92334535908273,43.0,82.97184301880448,127.0642214673988,121.4,-0.731,44.29711680009894,134.93269721952936,40.778138172691385,2,C1
10,27,0,42,73.1563485748685,55.9,42.2,-0.956,50.314007215449635,43.0,82.82310581128269,127.11853288043929,121.4,-0.732,46.01827008005937,126.99961833171761,39.26688290361483,2,C1
10,27,0,43,72.3738091449211,55.9,41.9,-0.958,49.82840432926978,42.9,82.73386348676961,127.15111972826358,121.4,-0.734,47.45096204803562,118.51977099903056,39.7601297421689,2,C1
10,27,0,44,72.74428548695266,55.9,41.3,-0.96,49.09704259756187,42.7,82.68031809206175,127.17067183695815,121.5,-0.735,48.19057722882137,128.83186259941834,41.21607784530134,2,C1
10,27,0,45,73.48657129217159,55.9,40.8,-0.962,49.298225558537126,42.4,82.64819085523705,127.10240310217489,121.5,-0.735,47.87434633729282,132.45911755965102,40.009646707180806,2,C1
10,27,0,46,72.97194277530295,55.8,40.4,-0.963,49.05893533512228,42.2,82.62891451314223,127.02144186130494,121.4,-0.735,46.92460780237569,121.59547053579061,38.52578802430848,2,C1
10,27,0,47,72.74316566518178,55.7,40.2,-0.964,48.55536120107337,41.6,82.61734870788534,126.97286511678297,121.3,-0.735,45.674764681425415,129.83728232147436,40.67547281458509,2,C1
10,27,0,48,73.40589939910907,55.8,40.4,-0.963,50.053216720644016,42.1,82.6504092247312,126.94371907006979,121.2,-0.733,44.16485880885525,132.6623693928846,40.60528368875106,2,C1
10,27,0,49,72.96353963946544,55.8,40.7,-0.962,51.07193003238641,42.5,82.83024553483872,126.96623144204187,121.1,-0.728,42.65891528531315,121.75742163573076,40.20317021325064,2,C1
10,27,0,50,72.33812378367926,55.7,41.0,-0.96,51.243158019431846,42.4,83.13814732090323,126.97973886522513,121.1,-0.731,41.59534917118789,125.97445298143847,40.04190212795038,2,C1
10,27,0,51,72.48287427020756,55.7,41.4,-0.958,50.94589481165911,42.3,83.56288839254194,126.98784331913507,120.9,-0.724,41.51720950271273,131.82467178886307,40.42514127677023,2,C1
