Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
10,27,17,45,19.7,53.2,41.4,-0.962,74.7,71.7,86.9,126.0,117.3,-0.746,57.2,95.2,26.4,0,C2
10,27,17,46,51.5,53.4,41.5,-0.963,51.2,74.7,86.8,126.1,117.2,-0.743,55.8,131.5,26.1,0,C2
10,27,17,47,50.5,53.4,41.2,-0.964,49.1,82.0,86.7,126.0,117.3,-0.748,55.4,142.5,23.5,0,C2
10,27,17,48,50.5,53.4,41.0,-0.965,52.0,90.6,86.7,125.9,117.2,-0.749,54.2,122.4,28.2,0,C2
10,27,17,49,49.9,53.3,41.6,-0.964,53.3,89.7,86.6,126.0,117.2,-0.745,52.4,95.1,27.5,0,C2
10,27,17,50,50.9,53.3,42.2,-0.963,53.3,85.2,86.5,126.0,117.2,-0.746,52.8,140.5,30.0,0,C2
10,27,17,51,49.1,53.3,42.1,-0.963,52.5,88.1,86.4,126.1,117.1,-0.74,52.1,142.5,29.4,0,C2
10,27,17,52,58.6,53.4,42.1,-0.963,54.3,93.2,86.4,126.1,117.2,-0.745,51.0,92.4,29.7,0,C2
10,27,17,53,64.1,53.4,42.5,-0.963,56.4,96.9,86.3,126.1,117.2,-0.739,50.6,139.4,32.8,0,C2
10,27,17,54,64.2,53.4,43.9,-0.963,54.6,99.2,86.2,126.1,117.2,-0.744,49.9,132.3,25.6,0,C2
10,27,17,55,64.4,53.4,46.5,-0.963,66.1,101.1,86.1,126.1,117.3,-0.744,48.9,103.1,31.9,0,C2
10,27,17,56,63.8,53.4,49.7,-0.961,163.1,99.7,86.0,126.2,117.1,-0.74,47.5,138.0,33.4,0,C2
10,27,17,57,64.0,53.4,47.9,-0.96,67.1,92.1,86.0,126.4,117.1,-0.739,48.2,138.9,29.1,0,C2
10,27,17,58,62.8,53.3,47.4,-0.959,65.6,87.7,85.9,126.3,117.1,-0.741,48.0,92.5,35.2,0,C2
10,27,17,59,64.1,53.3,46.0,-0.959,64.7,80.3,85.9,126.5,117.1,-0.737,48.4,141.2,34.4,0,C2
10,27,18,0,64.7,53.4,44.0,-0.957,65.5,75.9,85.9,126.3,117.3,-0.74,49.1,107.7,34.1,0,C2
10,27,18,1,65.9,53.4,43.2,-0.957,66.0,73.4,86.0,126.2,117.3,-0.736,48.8,100.8,33.6,0,C2
10,27,18,2,63.6,53.4,43.1,-0.956,59.4,69.9,86.0,126.3,117.3,-0.731,49.7,142.3,34.3,0,C2
10,27,18,3,60.0,53.4,43.1,-0.956,54.8,66.6,86.1,126.5,117.5,-0.737,51.4,102.4,31.5,0,C2
10,27,18,4,61.0,53.4,42.8,-0.96,53.7,64.3,86.2,126.5,117.5,-0.734,52.6,122.3,29.9,0,C2
10,27,18,5,59.6,53.4,42.4,-0.96,54.0,63.3,86.4,126.6,117.5,-0.738,52.9,120.3,34.5,0,C2
10,27,18,6,58.4,53.4,42.2,-0.962,54.9,62.2,86.8,126.6,117.6,-0.74,52.8,113.5,31.4,0,C2
10,27,18,7,58.6,53.4,41.9,-0.963,54.9,61.4,87.0,126.8,117.6,-0.742,52.1,140.9,37.6,0,C2
10,27,18,8,61.1,53.4,41.7,-0.963,54.2,61.0,87.1,126.4,117.7,-0.743,52.4,97.6,34.6,0,C2
10,27,18,9,58.6,53.5,41.7,-0.962,56.1,60.1,87.1,126.4,117.7,-0.736,51.2,137.8,37.0,0,C2
10,27,18,10,60.0,53.5,41.8,-0.962,56.1,60.8,87.0,126.4,117.5,-0.739,50.9,139.2,36.8,0,C2
10,27,18,11,58.4,53.5,41.7,-0.962,55.7,60.8,86.8,126.6,117.5,-0.739,51.2,91.5,30.0,0,C2
10,27,18,12,60.7,53.4,41.8,-0.961,55.1,60.5,86.6,127.0,117.4,-0.735,50.9,144.1,29.3,0,C2
10,27,18,13,59.5,53.4,41.9,-0.961,56.3,60.1,86.4,126.9,117.4,-0.734,50.8,93.5,34.5,0,C2
10,27,18,14,60.8,53.4,42.0,-0.961,56.9,59.6,86.2,127.0,117.6,-0.733,50.7,138.4,33.4,0,C2
10,27,18,15,60.8,53.4,42.1,-0.961,56.4,59.0,86.0,127.2,117.6,-0.733,51.7,111.2,30.0,0,C2
10,27,18,16,60.5,53.4,42.2,-0.959,55.3,58.3,85.9,126.9,117.7,-0.734,52.2,120.5,33.4,0,C2
10,27,18,17,60.7,53.4,42.3,-0.958,54.6,57.6,85.8,127.0,117.6,-0.732,52.1,139.2,33.7,0,C2
10,27,18,18,61.2,53.4,42.5,-0.958,55.4,57.1,85.7,127.0,117.8,-0.728,53.3,92.2,24.1,0,C2
10,27,18,19,61.1,53.4,42.6,-0.957,55.4,56.7,85.7,126.9,117.9,-0.735,53.8,145.5,27.0,0,C2
10,27,18,20,61.0,53.5,42.6,-0.958,54.6,56.0,85.7,126.6,117.9,-0.734,54.3,90.7,31.1,0,C2
10,27,18,21,60.9,53.5,42.7,-0.957,55.1,55.1,85.8,126.7,117.9,-0.727,54.6,138.4,30.4,0,C2
10,27,18,22,60.9,53.4,42.6,-0.958,54.3,54.3,86.0,126.9,118.0,-0.733,55.2,93.3,29.0,0,C2
10,27,18,23,61.1,53.3,42.1,-0.96,54.3,53.4,86.2,127.2,118.0,-0.734,55.5,141.9,34.6,0,C2
