Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
10,22,8,29,30.2,53.6,40.4,-0.958,59.2,42.8,94.3,120.4,108.7,-0.845,69.5,121.0,32.1,0,C2
10,22,8,30,29.5,53.5,40.4,-0.958,61.9,42.8,94.3,120.4,108.7,-0.846,70.1,127.1,29.1,0,C2
10,22,8,31,30.5,53.6,40.4,-0.958,59.9,43.1,94.3,120.3,108.5,-0.841,70.2,117.3,30.6,0,C2
10,22,8,32,29.0,53.6,40.5,-0.958,57.9,41.7,94.3,120.2,108.3,-0.848,70.6,98.2,28.5,0,C2
10,22,8,33,30.1,53.6,40.6,-0.958,54.1,42.8,94.2,119.9,108.2,-0.844,70.9,96.7,28.5,0,C2
10,22,8,34,29.3,53.7,40.6,-0.957,55.1,43.1,94.2,119.6,108.3,-0.842,71.2,100.5,22.7,0,C2
10,22,8,35,30.4,53.6,40.8,-0.956,54.5,43.6,94.2,119.4,108.3,-0.843,70.8,105.9,32.5,0,C2
10,22,8,36,29.6,53.6,40.8,-0.956,58.8,44.0,94.2,119.2,108.1,-0.844,71.2,98.3,34.5,0,C2
10,22,8,37,30.1,53.5,40.6,-0.958,50.9,44.0,94.3,119.0,108.1,-0.843,70.9,85.2,26.8,0,C2
10,22,8,38,30.4,53.5,40.2,-0.96,48.6,44.0,94.2,118.9,107.8,-0.849,70.7,87.9,28.5,0,C2
10,22,8,39,29.6,53.5,39.9,-0.962,50.6,44.0,94.3,119.5,107.6,-0.848,69.2,93.6,29.6,0,C2
10,22,8,40,29.6,53.6,39.5,-0.964,48.3,44.1,94.2,120.2,107.4,-0.848,68.0,111.2,31.3,0,C2
10,22,8,41,30.5,53.6,39.2,-0.964,50.4,44.6,94.0,119.7,107.6,-0.853,66.8,120.0,29.4,0,C2
10,22,8,42,29.2,53.5,39.1,-0.963,49.7,44.9,93.8,118.7,107.7,-0.849,64.8,128.5,26.2,0,C2
10,22,8,43,30.4,53.5,39.2,-0.963,51.3,45.6,93.6,117.9,107.7,-0.847,64.3,135.5,30.7,0,C2
10,22,8,44,30.4,53.4,39.3,-0.963,49.9,44.3,93.4,117.6,108.0,-0.847,63.0,131.4,27.9,0,C2
10,22,8,45,30.3,53.4,39.4,-0.962,51.0,44.6,93.3,117.1,107.8,-0.846,62.7,120.6,30.1,0,C2
10,22,8,46,30.0,53.5,39.5,-0.961,51.0,44.6,93.2,117.0,107.8,-0.844,62.2,110.4,28.0,0,C2
10,22,8,47,30.3,53.5,39.6,-0.961,50.2,45.6,93.2,116.9,107.9,-0.843,62.1,103.8,36.2,0,C2
10,22,8,48,29.8,53.6,39.8,-0.961,50.6,47.8,93.2,116.9,108.0,-0.848,62.3,96.9,28.5,0,C2
10,22,8,49,30.1,53.5,39.8,-0.961,50.4,51.0,93.2,116.9,108.0,-0.843,61.8,94.8,28.2,0,C2
10,22,8,50,30.4,53.5,39.9,-0.962,50.3,55.9,93.2,116.8,107.8,-0.848,61.6,94.0,29.3,0,C2
10,22,8,51,29.2,53.4,40.1,-0.961,51.1,60.6,93.3,116.8,108.1,-0.848,61.4,91.8,26.4,0,C2
10,22,8,52,29.3,53.5,40.2,-0.959,50.6,63.4,93.3,116.6,108.1,-0.843,60.8,88.6,26.6,0,C2
10,22,8,53,29.8,53.5,40.4,-0.958,50.2,65.5,93.5,116.5,108.0,-0.844,60.8,104.0,27.3,0,C2
10,22,8,54,30.7,53.5,40.6,-0.959,49.8,67.1,93.6,116.6,108.2,-0.844,60.9,113.0,25.0,0,C2
10,22,8,55,32.8,53.5,40.8,-0.957,49.6,64.5,93.7,116.5,108.2,-0.847,60.1,121.8,23.8,0,C2
10,22,8,56,40.1,53.5,41.0,-0.956,50.7,65.7,93.8,116.6,108.3,-0.843,59.9,121.3,26.8,0,C2
10,22,8,57,39.7,53.5,41.2,-0.956,53.8,66.4,94.0,116.6,108.5,-0.843,59.6,124.0,25.4,0,C2
10,22,8,58,40.8,53.5,41.0,-0.958,56.1,67.0,94.2,116.4,108.5,-0.85,59.9,127.3,26.2,0,C2
10,22,8,59,39.8,53.4,40.7,-0.96,57.9,71.8,94.4,116.2,108.3,-0.851,59.0,130.8,26.2,0,C2
10,22,9,0,39.9,53.3,40.4,-0.963,58.1,70.7,94.7,115.9,108.3,-0.852,57.2,134.5,26.4,0,C2
10,22,9,1,39.4,53.4,40.3,-0.964,60.7,76.0,94.8,115.8,108.3,-0.854,55.0,128.8,31.8,0,C2
10,22,9,2,41.3,53.5,41.3,-0.963,58.7,77.4,94.9,115.7,108.3,-0.853,52.8,114.6,29.4,0,C2
10,22,9,3,41.8,53.5,41.7,-0.962,59.5,75.8,94.9,115.6,108.2,-0.853,49.5,105.5,25.5,0,C2
10,22,9,4,50.0,53.4,41.6,-0.961,56.0,71.4,94.7,115.6,108.2,-0.851,48.4,98.1,25.8,0,C2
