TT-3061-3,TT-3061-5,LT-3061-2,mean,TT-3061-3,TT-3061-5,LT-3061-2,mean
R2,R2,R2,R2,nRMSE,nRMSE,nRMSE,nRMSE
0.82867833495714,0.8415390624721203,0.8826951498057402,0.8509708490783335,8.158750194176625,6.982272977603775,5.25116745158045,6.797396874453617
0.7272901343504454,0.8053783614392529,0.8401737309970645,0.790947408928921,10.291342636651061,7.738606770202465,6.131328982002596,8.05375946295204
0.6180394121930336,0.7724451012182583,0.810670893961978,0.7337184691244234,12.177939636832356,8.368534869045993,6.675152201607815,9.073875569162055
0.505347706136852,0.746574560563291,0.7851794038541946,0.6790338901847791,13.858104594036513,8.83267749066711,7.111901052612255,9.934227712438625
0.40361970464153096,0.7224553640234328,0.7634508979553359,0.6298419888734332,15.216421854387072,9.245294751504703,7.463910419946543,10.641875675279438
0.31804319478891063,0.7010544476637937,0.7436031631683699,0.5875669352070247,16.272423219989808,9.597955832387605,7.771140604783845,11.213839885720418
0.24787240233734997,0.68102683424312,0.7228605899114635,0.5505866088306445,17.090998246701794,9.917370766324552,8.080083916774642,11.696150976600329
0.19074080603097276,0.6613877229959315,0.6993036099406226,0.517144046322509,17.731516092466467,10.221416519615719,8.41777863640475,12.12357041616231
0.1429551189776157,0.6412535244594169,0.6723723177667001,0.4855269870679109,18.251771169491096,10.525250667508908,8.788073949550926,12.521698595516979
0.09961340818366105,0.6192735518660566,0.6424837170380173,0.45379022569591165,18.71418641795766,10.846481862154588,9.18220818800321,12.914292156038485
0.055938287314250656,0.5957837563434409,0.6095422135508057,0.4204214190694991,19.17145140848718,11.17914578945795,9.598259863027682,13.316285686990938
0.010673961800125475,0.5723492904990493,0.5739938685377064,0.38567237361229373,19.273129510281215,11.502325496708202,10.02861822281165,13.601357743267023
-0.03403153608215548,0.548921479174552,0.5375644731107183,0.3508181387343716,18.845499750002293,11.817740660717703,10.451672610066986,13.704971006928995
-0.07570133964996284,0.5256105316790031,0.5018296599511862,0.3172462839934088,18.579500711077106,12.123529764158008,10.850376839440164,13.851135771558425
-0.11241281480137921,0.5025977462769772,0.46853770055439514,0.28624087734333103,18.591408767924648,12.419634614209473,11.209611943038778,14.073551775057632
-0.1424708640277732,0.4795616140617367,0.43807673456011675,0.2583891615313601,18.777335806907494,12.709714277154205,11.52838282301695,14.338477635692882
-0.1645914448320367,0.45646052443576957,0.40942482093531574,0.2337646335130162,18.58647106669418,12.991679737770315,11.82103943633901,14.466396746934501
-0.18063077587980625,0.4331022078314102,0.38120381459102337,0.21122508218087577,18.35625604748538,13.270870162306192,12.102538217913189,14.57655480923492
-0.19292115529352927,0.4084765527999188,0.35327266340287855,0.1896093536364227,18.178921001145053,13.558404341769611,12.374871192903463,14.704065511939376
-0.20305711017000294,0.3842282144377901,0.32627599123479234,0.16914903183419316,17.99053801405166,13.833701637864879,12.632445985495941,14.818895212470826
-0.21381946126518936,0.36086238755847466,0.29887939520019624,0.1486407738311605,17.881170115976,14.094505996748266,12.888629474498503,14.954768529074256
-0.22506980617585648,0.3394716975856671,0.27062343395675026,0.12834177512218695,17.846413444773408,14.32757708082065,13.147968307919534,15.107319611171198
-0.23810292667209243,0.31823708635504955,0.2432558262350255,0.10779666197266087,17.69221587361118,14.554997390802896,13.395517283712232,15.214243516042101
-0.2524367891835779,0.2969211705679582,0.21773669152677033,0.08740702430371687,17.552133425199372,14.781957630063877,13.623677465324544,15.319256173529263
-0.2682735843363542,0.27659345101620336,0.19536980433217555,0.06789655700400825,17.482479188337184,14.994705773919653,13.82120910098844,15.432798021081759
-0.2823191654006776,0.25816588579145594,0.17779610467936469,0.051214275023381016,17.403250946737852,15.183709774135487,13.976178846527695,15.52104652246701
-0.29456156996107863,0.24248474733562742,0.16288411120941138,0.036935762861320054,17.31590776850798,15.34106532094792,14.107694458846535,15.588222516100814
-0.30580945714395136,0.2284375843316505,0.14889070584478092,0.023839611010826694,17.34844828942643,15.479530043558096,14.231068263636168,15.686348865540232
-0.31617126502292026,0.21490871404556378,0.13524710774545,0.011328185589364511,17.438229940049627,15.612556347836737,14.350676334247256,15.800487540711208
-0.324703851129968,0.2028196805785446,0.1220087628315526,4.1530760043058855e-05,17.519195229313073,15.730702559416669,14.465819203628898,15.905238997452878
0.010724251822785877,0.4946127617883507,0.4711735786129966,0.3255035307413777,16.986447012289293,12.259463896912738,10.849300042555024,13.365070317252352
