TT-3061-3,TT-3061-5,LT-3061-2,mean,TT-3061-3,TT-3061-5,LT-3061-2,mean
R2,R2,R2,R2,nRMSE,nRMSE,nRMSE,nRMSE
0.9216155091694102,0.9466177948436998,0.9692698894104861,0.9458343978078654,4.545795645533671,4.040363308486525,2.733193159505862,3.7731173711753527
0.8471886560606838,0.893962340338498,0.9400994764201299,0.8937501576064372,6.306411949350038,5.695096737744926,3.814998011920124,5.272168899671697
0.7522961456077633,0.8395666030478199,0.9079107029577068,0.83325781720443,7.919912092989041,7.005771113028087,4.7290866048754605,6.551589936964196
0.6533101832659982,0.7984289435378598,0.8775154283028256,0.7764181850355611,9.245444226801409,7.853860519941315,5.452573885145324,7.517292877296016
0.5546704177934637,0.7658891491151865,0.8540194385256367,0.7248596684780956,10.376065141623855,8.465262539314516,5.950715410951785,8.264014363963385
0.4618677161638576,0.7377849823209762,0.8363034974095711,0.678652065298135,11.29629931049585,8.960487251059277,6.29988843179846,8.85222499778453
0.37481926724400694,0.7149082562920208,0.8199900384009504,0.6365725206456594,12.060334776001651,9.343993594026948,6.605148363406461,9.336492244478354
0.29778959886507916,0.695761511063589,0.8061709662738392,0.5999073587341691,12.751398551377152,9.65301597737666,6.853318912679467,9.752577813811092
0.23458196347638605,0.6774420512039107,0.7950501085579019,0.5690247077460663,13.328336410932739,9.939865066761277,7.046647147374354,10.104949541689455
0.18605491034194732,0.6580675422744535,0.7829135660201312,0.5423453395455107,13.760488724961984,10.234351889634056,7.251760607398955,10.415533740664998
0.5284194367988596,0.7728429174038014,0.8589243112279179,0.7200622218101929,10.15904868300674,8.11920679973736,5.673733053505625,7.9839961787499085
