TT-3061-3,TT-3061-5,LT-3061-2,mean,TT-3061-3,TT-3061-5,LT-3061-2,mean
R2,R2,R2,R2,nRMSE,nRMSE,nRMSE,nRMSE
0.8847024881998178,0.9063584163773747,0.9042022592624572,0.8984210546132166,6.699845197539675,5.380666983142849,4.754261803105598,5.611591327929374
0.7970372135873606,0.8393621698977312,0.8615469345785518,0.8326487726878812,8.729527316075973,7.049608016451947,5.717214170418577,7.165449834315499
0.6838960612596832,0.7957622760236347,0.7934812712818378,0.7577132028550518,10.419712119586878,7.951999835489741,6.984574000957988,8.452095318678202
0.5676052513377363,0.7593268212976235,0.7405973780787121,0.6891764835713573,11.779541584807001,8.635259845551124,7.829662984053227,9.414821471470452
0.4611738238313071,0.733247217229505,0.7131031854908148,0.6358414088505423,12.939087535318084,9.095140745322162,8.236016543908953,10.090081608183066
0.36751862041398164,0.7163706070149292,0.7063664879135079,0.5967519051141396,13.971250472538085,9.38267653771686,8.333600796378821,10.562509268877921
0.28581402275137235,0.7028687585314486,0.7110278273118497,0.5665702028648902,14.555120378478003,9.605587209760232,8.268868448337093,10.809858678858442
0.21678611829455485,0.6883572152699233,0.715499199995844,0.5402141778534407,14.950896848205385,9.839557219569372,8.206243412708043,10.998899160160933
0.16089989953969286,0.6688477881280819,0.7051228477482469,0.5116235118053405,15.246463510063524,10.144635081801958,8.356042491195346,11.249047027686942
0.11028312848511079,0.6463515310655072,0.6748155610634595,0.47715007353802585,15.471304800057567,10.483695609845626,8.776297072644109,11.577099160849102
0.06261342600731579,0.620572259344142,0.6295908510287445,0.43759217879340073,15.713692537618462,10.859684562463181,9.36809370048951,11.980490266857052
0.01942032642291791,0.5941663871580156,0.587646682821062,0.4004111321339985,15.966582714999689,11.230550503533806,9.885929111128252,12.361020776553914
-0.015634352322461353,0.5685576847410561,0.5581856581518574,0.37036966352348405,16.024059379569902,11.578620356977321,10.235400736429948,12.61269349099239
-0.042355856562604766,0.5469848407371045,0.5365854789515898,0.3470714877086965,16.012531937281526,11.865507280843659,10.485827096526604,12.787955438217262
-0.0639202982916951,0.5292042464236537,0.5162538300122403,0.32717925938139963,16.012203236053875,12.096591056051588,10.716590700764215,12.941794997623226
-0.07798699294688127,0.515187587169144,0.49236886412639624,0.3098564861162197,15.956552897009388,12.27471334643976,10.981781802893725,13.071016015447626
-0.08412096213477271,0.5023378773962202,0.46446503291736374,0.2942273160596037,15.846114130911213,12.434465508209785,11.283846487444334,13.188142042188444
-0.08614774572373429,0.4855603415860298,0.428963466905253,0.2761253542558495,15.822138569198154,12.639778398977128,11.656731210611122,13.372882726262134
-0.0880110725005725,0.4627880923478177,0.38959026175777445,0.25478909386833987,15.854876192236752,12.914772360780516,12.056939581440542,13.608862711485935
-0.090749165627519,0.43551512329260933,0.3598903913076552,0.23488544965758185,15.897074063835623,13.237195735212403,12.351653940243818,13.828641246430616
0.2034411967010305,0.6358863620515776,0.6244651735352609,0.487930910762623,14.19342877106924,10.435035309707052,9.22427880458399,11.284247628453427
